method,effort,replicate,sigma,tau,gamma,epsilon,S_0,I_0,R1_0,bs3,omegas5
IFAD-0.97,comparable,50,3.086369276046753,0.22567251324653625,20.68796157836914,15.693913459777832,0.007109430618584156,0.3821287751197815,0.3958835005760193,-2.9930412769317627,-10.046357154846191
IFAD-0.97,comparable,51,3.084892749786377,0.22067870199680328,22.496068954467773,15.644810676574707,0.04851272702217102,0.3605252206325531,0.4096828103065491,-1.8860225677490234,-10.276121139526367
IFAD-0.97,comparable,52,3.082571029663086,0.2259693443775177,23.805715560913086,16.40749168395996,0.01296319905668497,0.3675314486026764,0.4136071801185608,-1.1297029256820679,-8.4751615524292
IFAD-0.97,comparable,53,3.0937705039978027,0.2222570925951004,22.650972366333008,15.807270050048828,0.10692182183265686,0.34146326780319214,0.22470301389694214,-1.8323860168457031,-9.791123390197754
IFAD-0.97,comparable,54,3.0517401695251465,0.22954829037189484,19.202312469482422,15.144046783447266,0.0067724320106208324,0.3808225691318512,0.15107113122940063,-4.307436943054199,-11.201760292053223
IFAD-0.97,comparable,55,3.0619373321533203,0.22587840259075165,21.20611572265625,15.313335418701172,0.058548830449581146,0.37242504954338074,0.535739541053772,-2.591526985168457,-10.4077730178833
IFAD-0.97,comparable,56,3.0855181217193604,0.22273564338684082,22.367738723754883,15.564430236816406,0.01069940347224474,0.3652598261833191,0.271608829498291,-1.9882713556289673,-9.947168350219727
IFAD-0.97,comparable,57,3.0807690620422363,0.22391541302204132,20.72128677368164,15.918998718261719,0.012176226824522018,0.38951990008354187,0.4756545424461365,-2.9140260219573975,-9.501972198486328
IFAD-0.97,comparable,58,3.0561273097991943,0.22814834117889404,18.83169174194336,14.003119468688965,0.021706705912947655,0.3741956055164337,0.42957577109336853,-4.493356227874756,-11.535436630249023
IFAD-0.97,comparable,59,3.090691089630127,0.22264692187309265,19.505224227905273,15.169692039489746,0.019136905670166016,0.3856150805950165,0.49439966678619385,-3.844621181488037,-10.305444717407227
IFAD-0.97,comparable,60,3.0574517250061035,0.22720091044902802,20.21791648864746,14.838496208190918,0.046431347727775574,0.370686411857605,0.5012427568435669,-3.373419761657715,-11.94812297821045
IFAD-0.97,comparable,61,3.0900673866271973,0.2234146147966385,25.444795608520508,16.411354064941406,0.09995105117559433,0.34091266989707947,0.4445536732673645,-0.7230188846588135,-9.75840950012207
IFAD-0.97,comparable,62,3.053142786026001,0.22634245455265045,21.825876235961914,14.799511909484863,0.022316202521324158,0.35717087984085083,0.24973060190677643,-2.225271224975586,-11.424633979797363
IFAD-0.97,comparable,63,3.028252363204956,0.22798673808574677,18.9450626373291,13.453048706054688,0.0055685690604150295,0.37047529220581055,0.5069798231124878,-3.8822200298309326,-14.336101531982422
IFAD-0.97,comparable,64,3.04323673248291,0.22838012874126434,20.78207778930664,13.957754135131836,0.04570222645998001,0.3642549216747284,0.539404034614563,-2.7050724029541016,-14.481660842895508
IFAD-0.97,comparable,65,3.0613725185394287,0.2257261872291565,21.20553970336914,15.416242599487305,0.026685353368520737,0.375305712223053,0.5156174898147583,-2.518239974975586,-11.00537109375
IFAD-0.97,comparable,66,3.086371898651123,0.2204367220401764,22.638629913330078,15.67957592010498,0.06354418396949768,0.3556182086467743,0.38342732191085815,-1.843387246131897,-10.171469688415527
IFAD-0.97,comparable,67,3.0905845165252686,0.2191251814365387,23.464916229248047,15.883755683898926,0.035736534744501114,0.35771381855010986,0.393737256526947,-1.4423587322235107,-9.949848175048828
IFAD-0.97,comparable,68,3.0394835472106934,0.22868245840072632,19.457862854003906,14.577366828918457,0.03694036602973938,0.3822000324726105,0.5126262307167053,-4.044759273529053,-13.596172332763672
IFAD-0.97,comparable,69,3.075718641281128,0.22596606612205505,26.641881942749023,16.642982482910156,0.04491114988923073,0.33941131830215454,0.2732459306716919,-0.2117818146944046,-8.391425132751465
IFAD-0.97,comparable,70,3.049058198928833,0.2270883023738861,20.396142959594727,14.650703430175781,0.0006961911567486823,0.37186500430107117,0.30152374505996704,-3.1110031604766846,-11.964600563049316
IFAD-0.97,comparable,71,3.0966975688934326,0.2239917814731598,22.66690444946289,15.631194114685059,0.0603954941034317,0.3596613109111786,0.4398271441459656,-1.7368083000183105,-9.873872756958008
IFAD-0.97,comparable,72,3.070668935775757,0.22596299648284912,21.1792049407959,15.759719848632812,0.024107100442051888,0.3798927664756775,0.5748670101165771,-2.64976167678833,-10.122122764587402
IFAD-0.97,comparable,73,3.0805277824401855,0.22494833171367645,21.12984848022461,15.529828071594238,0.009915926493704319,0.3736613392829895,0.4022907018661499,-2.6852641105651855,-10.511761665344238
IFAD-0.97,comparable,74,3.077523946762085,0.22276374697685242,21.194271087646484,15.9102144241333,0.04807359352707863,0.3780149221420288,0.5205655097961426,-2.5965089797973633,-10.322049140930176
IFAD-0.97,comparable,75,3.0819268226623535,0.22195519506931305,23.163372039794922,16.027650833129883,0.0001563445111969486,0.3601607084274292,0.38971319794654846,-1.5132051706314087,-9.74326229095459
IFAD-0.97,comparable,76,3.101036787033081,0.22164374589920044,20.247501373291016,15.457633972167969,0.07474244385957718,0.3749546706676483,0.39335402846336365,-3.294975757598877,-10.168286323547363
IFAD-0.97,comparable,77,3.0771050453186035,0.2228483408689499,21.294692993164062,15.231145858764648,0.03728567436337471,0.37048959732055664,0.4067177474498749,-2.5132944583892822,-11.037989616394043
IFAD-0.97,comparable,78,3.0719540119171143,0.23233799636363983,17.473403930664062,16.365520477294922,0.02167320065200329,0.40988633036613464,0.54203861951828,-4.516866207122803,-12.234063148498535
IFAD-0.97,comparable,79,3.0641937255859375,0.22445277869701385,20.882396697998047,14.968305587768555,0.02024047076702118,0.37987205386161804,0.5558605790138245,-2.7623090744018555,-10.897961616516113
IFAD-0.97,comparable,80,3.0637869834899902,0.22349047660827637,22.037311553955078,14.98449420928955,0.09225219488143921,0.36004525423049927,0.46985986828804016,-2.0620009899139404,-11.574275970458984
IFAD-0.97,comparable,81,3.0830612182617188,0.22291210293769836,22.180267333984375,15.326415061950684,0.037612855434417725,0.3687300980091095,0.5078480243682861,-2.0440194606781006,-10.06432056427002
IFAD-0.97,comparable,82,3.0890586376190186,0.223652184009552,23.850908279418945,16.154897689819336,0.04375467076897621,0.36562129855155945,0.34839311242103577,-1.1531885862350464,-8.48037338256836
IFAD-0.97,comparable,83,3.0551652908325195,0.22507838904857635,21.549524307250977,15.328198432922363,0.027477756142616272,0.37044358253479004,0.47568005323410034,-2.329035997390747,-11.498322486877441
IFAD-0.97,comparable,84,3.0916571617126465,0.22452256083488464,20.95523452758789,15.165748596191406,0.05485498160123825,0.37067681550979614,0.4018397033214569,-2.75223708152771,-10.065225601196289
IFAD-0.97,comparable,85,3.100048542022705,0.222659632563591,22.73101234436035,16.250839233398438,0.032938625663518906,0.3573075234889984,0.22755639255046844,-1.794721007347107,-9.554722785949707
IFAD-0.97,comparable,86,3.0674965381622314,0.2300482988357544,22.1401309967041,16.30526351928711,0.03879774734377861,0.3778097927570343,0.32776471972465515,-1.9372285604476929,-8.612695693969727
IFAD-0.97,comparable,87,3.05578351020813,0.22813929617404938,20.50383186340332,15.06096363067627,0.032556354999542236,0.37651944160461426,0.5344251394271851,-3.1283648014068604,-10.78950309753418
IFAD-0.97,comparable,88,3.0888924598693848,0.22273123264312744,22.864015579223633,15.482259750366211,0.030858322978019714,0.356116384267807,0.390840083360672,-1.6585628986358643,-10.240086555480957
IFAD-0.97,comparable,89,3.0481770038604736,0.22681325674057007,20.481220245361328,14.731121063232422,0.03274953365325928,0.3730461001396179,0.4975956082344055,-3.1425893306732178,-11.924832344055176
IFAD-0.97,comparable,90,3.0631914138793945,0.22462338209152222,22.01194190979004,15.177579879760742,0.06071000173687935,0.3651864230632782,0.45654430985450745,-2.111345052719116,-10.848249435424805
IFAD-0.97,comparable,91,3.0634310245513916,0.2246309369802475,21.29819107055664,15.233368873596191,0.010739951394498348,0.3621698319911957,0.38951489329338074,-2.5566744804382324,-11.020380020141602
IFAD-0.97,comparable,92,3.032827138900757,0.2251446396112442,20.326190948486328,15.119672775268555,0.021035535261034966,0.3771909475326538,0.45456886291503906,-3.0797510147094727,-11.553257942199707
IFAD-0.97,comparable,93,3.082446813583374,0.22293543815612793,23.038761138916016,16.055715560913086,0.0656895786523819,0.3559056520462036,0.40367600321769714,-1.6515884399414062,-10.181249618530273
IFAD-0.97,comparable,94,3.08657169342041,0.22235144674777985,21.553020477294922,15.061851501464844,0.011264124885201454,0.3662058413028717,0.46343985199928284,-2.3286378383636475,-10.529136657714844
IFAD-0.97,comparable,95,3.087878942489624,0.22520023584365845,22.709529876708984,15.197328567504883,0.012935532256960869,0.3576309084892273,0.25982093811035156,-1.72982656955719,-10.358338356018066
IFAD-0.97,comparable,96,3.05900502204895,0.22397644817829132,21.451635360717773,14.759474754333496,0.01686471700668335,0.36056235432624817,0.23063795268535614,-2.3885281085968018,-11.491762161254883
IFAD-0.97,comparable,97,3.295459270477295,0.23868565261363983,18.297954559326172,0.5070107579231262,0.4073474705219269,0.03600351884961128,0.2031695395708084,-4.089756011962891,-13.790560722351074
IFAD-0.97,comparable,98,3.0959720611572266,0.22219978272914886,23.19561767578125,15.536778450012207,0.0074663893319666386,0.3623810410499573,0.4357064664363861,-1.5121195316314697,-10.217752456665039
IFAD-0.97,comparable,99,3.1101417541503906,0.22180907428264618,22.690759658813477,16.34372901916504,0.06111123785376549,0.37639403343200684,0.5320650339126587,-1.799868106842041,-8.965899467468262
IFAD-1,comparable,0,3.1618635654449463,0.21519942581653595,21.134443283081055,14.552297592163086,0.057336676865816116,0.3627660274505615,0.3582128584384918,-2.892125368118286,-10.033068656921387
IFAD-1,comparable,1,3.115140676498413,0.2168324738740921,22.146846771240234,12.662850379943848,0.05515878647565842,0.32649874687194824,0.2721153497695923,-2.0494680404663086,-9.119370460510254
IFAD-1,comparable,2,3.0442216396331787,0.2301201969385147,17.397335052490234,14.696868896484375,0.030408142134547234,0.3761500418186188,0.3359990417957306,-5.963490962982178,-11.776089668273926
IFAD-1,comparable,3,3.0318081378936768,0.23202861845493317,17.939809799194336,5.817281723022461,0.09546222537755966,0.27151381969451904,0.539660632610321,-5.123564720153809,-11.189172744750977
IFAD-1,comparable,4,,,,,,,,,
IFAD-1,comparable,5,3.126748561859131,0.21823398768901825,19.942625045776367,15.544130325317383,0.08719722926616669,0.3682807385921478,0.50142902135849,-3.416616678237915,-8.444046974182129
IFAD-1,comparable,6,3.063603401184082,0.2252006083726883,17.753456115722656,15.686751365661621,0.06825851649045944,0.3932596445083618,0.29779472947120667,-5.713937759399414,-10.601861953735352
IFAD-1,comparable,7,3.1206629276275635,0.2238975465297699,21.823379516601562,15.54753303527832,0.13422834873199463,0.3583430051803589,0.4027691185474396,-2.0685017108917236,-8.884012222290039
IFAD-1,comparable,8,12.105401992797852,0.24791470170021057,17.329803466796875,0.017560407519340515,0.11693798005580902,0.01350476685911417,0.02942209504544735,-2.748396396636963,-10.811273574829102
IFAD-1,comparable,9,3.106729030609131,0.21126030385494232,20.930606842041016,14.493553161621094,0.02367517538368702,0.36438634991645813,0.502742350101471,-2.5330893993377686,-10.447453498840332
IFAD-1,comparable,10,3.1454458236694336,0.2181275188922882,18.058792114257812,17.624404907226562,0.05660291761159897,0.41044461727142334,0.23550009727478027,-5.03352689743042,-9.806281089782715
IFAD-1,comparable,11,3.0868988037109375,0.2232561856508255,22.4867000579834,15.155673027038574,0.1032327190041542,0.3527103662490845,0.13681386411190033,-1.8668978214263916,-7.852010726928711
IFAD-1,comparable,12,3.127523422241211,0.22414402663707733,17.354782104492188,15.169927597045898,0.047881465405225754,0.3729524612426758,0.15082891285419464,-5.818699359893799,-10.094578742980957
IFAD-1,comparable,13,3.1105408668518066,0.21736054122447968,20.61769676208496,16.095945358276367,0.06944137066602707,0.3690228760242462,0.181035116314888,-2.7780566215515137,-9.346684455871582
IFAD-1,comparable,14,3.135117292404175,0.2245352864265442,21.773454666137695,16.14371681213379,0.2572801411151886,0.3331441879272461,0.15091931819915771,-2.1582136154174805,-9.172189712524414
IFAD-1,comparable,15,3.1497178077697754,0.22533296048641205,25.07109260559082,19.38214683532715,0.12153582274913788,0.36680057644844055,0.24949420988559723,-0.8244472146034241,-8.696126937866211
IFAD-1,comparable,16,3.1254324913024902,0.21618784964084625,20.680776596069336,15.62596607208252,0.08742472529411316,0.36011070013046265,0.4371282160282135,-2.496018171310425,-9.159783363342285
IFAD-1,comparable,17,3.150862216949463,0.21499434113502502,20.295400619506836,15.766642570495605,0.027034591883420944,0.3565077483654022,0.07884112745523453,-3.177593231201172,-9.232101440429688
IFAD-1,comparable,18,3.0737240314483643,0.22411218285560608,19.599796295166016,13.78667163848877,0.08539056777954102,0.3559933304786682,0.517076313495636,-3.601652145385742,-10.901529312133789
IFAD-1,comparable,19,3.082623243331909,0.2208675891160965,20.316144943237305,11.856656074523926,0.10934147238731384,0.33137398958206177,0.5215855240821838,-2.5965495109558105,-12.998978614807129
IFAD-1,comparable,20,2.9953763484954834,0.23784683644771576,19.616846084594727,15.69628620147705,0.06151672452688217,0.37689992785453796,0.15049253404140472,-3.8038113117218018,-8.817949295043945
IFAD-1,comparable,21,3.1011431217193604,0.22156016528606415,22.62895965576172,14.289573669433594,0.08367063850164413,0.34404629468917847,0.2821984887123108,-1.77202308177948,-10.029769897460938
IFAD-1,comparable,22,3.168860912322998,0.22205190360546112,24.71274185180664,19.108055114746094,0.08394778519868851,0.364594429731369,0.28994178771972656,-0.8029274940490723,-8.437021255493164
IFAD-1,comparable,23,3.1063458919525146,0.2266484498977661,24.37596893310547,14.35114574432373,0.16710461676120758,0.31650638580322266,0.3659859895706177,-0.9529932141304016,-9.469579696655273
IFAD-1,comparable,24,3.1287894248962402,0.21569807827472687,21.558635711669922,10.434342384338379,0.01354887243360281,0.3154338002204895,0.2424621731042862,-2.0495355129241943,-11.613739967346191
IFAD-1,comparable,25,3.110893964767456,0.22321532666683197,20.971893310546875,14.509626388549805,0.11518509685993195,0.3541291058063507,0.021374216303229332,-2.614158868789673,-8.550289154052734
IFAD-1,comparable,26,3.15834379196167,0.21884867548942566,21.89751434326172,16.781442642211914,0.1302613466978073,0.3488379120826721,0.27895936369895935,-2.2072091102600098,-8.41757583618164
IFAD-1,comparable,27,3.126878499984741,0.22392739355564117,20.89655303955078,15.718523979187012,0.16670480370521545,0.3625039756298065,0.15396098792552948,-2.297973394393921,-7.5461273193359375
IFAD-1,comparable,28,3.1721396446228027,0.2207426279783249,20.59416961669922,15.432284355163574,0.04594826698303223,0.36442479491233826,0.3242318630218506,-2.949172019958496,-8.661264419555664
IFAD-1,comparable,29,3.1414153575897217,0.2247590869665146,18.145713806152344,18.430809020996094,0.044663988053798676,0.4347838759422302,0.1481451541185379,-3.8939876556396484,-6.987508296966553
IFAD-1,comparable,30,3.1027257442474365,0.2295062243938446,24.86069679260254,17.540063858032227,0.2773689329624176,0.31478384137153625,0.0013329085195437074,-0.7704680562019348,-8.94796085357666
IFAD-1,comparable,31,3.1069860458374023,0.21915887296199799,22.212942123413086,14.881928443908691,0.022900551557540894,0.330464243888855,0.17604845762252808,-1.8060905933380127,-9.076546669006348
IFAD-1,comparable,32,3.0773749351501465,0.2215266227722168,18.963699340820312,14.553359985351562,0.011527715250849724,0.35857242345809937,0.39907214045524597,-3.701880693435669,-11.674036026000977
IFAD-1,comparable,33,3.1562142372131348,0.21914087235927582,20.12550926208496,18.037389755249023,0.011826627887785435,0.3794417679309845,0.08451683074235916,-3.1212782859802246,-9.040170669555664
IFAD-1,comparable,34,3.0548181533813477,0.22176800668239594,20.092424392700195,14.025299072265625,0.02796497382223606,0.3565320372581482,0.1486995369195938,-2.782982349395752,-11.077341079711914
IFAD-1,comparable,35,3.1947929859161377,0.2096630185842514,20.01362419128418,15.066693305969238,0.05064985156059265,0.3650859594345093,0.21333539485931396,-3.0642812252044678,-9.270384788513184
IFAD-1,comparable,36,3.1499900817871094,0.22028671205043793,20.620052337646484,18.538982391357422,0.04086093604564667,0.37707361578941345,0.19531838595867157,-2.7824299335479736,-7.811061382293701
IFAD-1,comparable,37,3.0956294536590576,0.22455920279026031,23.07912254333496,15.267827987670898,0.06282554566860199,0.3452132046222687,0.13763132691383362,-1.4697010517120361,-8.85518741607666
IFAD-1,comparable,38,3.142239809036255,0.22753503918647766,18.20108413696289,15.878166198730469,0.11493340879678726,0.3878423869609833,0.23153702914714813,-4.736268043518066,-9.361788749694824
IFAD-1,comparable,39,3.10650634765625,0.22636714577674866,18.84181022644043,16.32631492614746,0.017582988366484642,0.381416916847229,0.3309253752231598,-4.36517858505249,-8.945699691772461
IFAD-1,comparable,40,3.0644383430480957,0.22997403144836426,16.667375564575195,19.200180053710938,0.35041046142578125,0.4347653388977051,0.091805100440979,-5.601489543914795,-7.137516021728516
IFAD-1,comparable,41,3.0296742916107178,0.2343057245016098,21.25521469116211,19.59191131591797,0.06235705688595772,0.405774861574173,0.3411673605442047,-2.136172294616699,-6.51829719543457
IFAD-1,comparable,42,3.119865894317627,0.21519115567207336,19.401660919189453,13.24234676361084,0.07470768690109253,0.3501843214035034,0.1336539387702942,-3.3181302547454834,-9.279150009155273
IFAD-1,comparable,43,3.0806546211242676,0.2292690873146057,19.929590225219727,15.059150695800781,0.13455231487751007,0.37818828225135803,0.22031676769256592,-2.542644739151001,-12.428366661071777
IFAD-1,comparable,44,3.1005587577819824,0.2250552922487259,19.343280792236328,14.959843635559082,0.17678488790988922,0.3642362356185913,0.34586939215660095,-3.3543694019317627,-9.220195770263672
IFAD-1,comparable,45,3.0580689907073975,0.22645828127861023,16.41160774230957,14.658336639404297,0.03918219357728958,0.39446550607681274,0.21871839463710785,-7.057584762573242,-11.084104537963867
IFAD-1,comparable,46,3.0483267307281494,0.22531884908676147,19.671554565429688,14.099143981933594,0.08149280399084091,0.35158905386924744,0.1647273749113083,-3.3309085369110107,-12.600399017333984
IFAD-1,comparable,47,3.1796364784240723,0.21404460072517395,23.50644302368164,14.869525909423828,0.07249106466770172,0.3308804929256439,0.20119604468345642,-1.3097013235092163,-9.288403511047363
IFAD-1,comparable,48,3.110112190246582,0.22087939083576202,24.30512237548828,16.034881591796875,0.08511554449796677,0.3440655469894409,0.1225745677947998,-0.9932826161384583,-9.287615776062012
IFAD-1,comparable,49,3.052675247192383,0.23083968460559845,21.77231216430664,14.41225528717041,0.142017662525177,0.3534633219242096,0.32880425453186035,-2.390869140625,-8.934988021850586
IFAD-1,comparable,50,2.6087629795074463,0.17376327514648438,26.136545181274414,108.59107208251953,0.11068843305110931,0.58528071641922,0.049692511558532715,0.3636522591114044,-6.977811336517334
IFAD-1,comparable,51,3.0621163845062256,0.21907904744148254,20.630104064941406,16.08617401123047,0.16100984811782837,0.34232547879219055,0.2853829264640808,-3.1463913917541504,-9.183390617370605
IFAD-1,comparable,52,3.1165971755981445,0.2160537987947464,24.716289520263672,19.34596061706543,0.04653489962220192,0.37598979473114014,0.19828911125659943,-0.45593950152397156,-5.644662380218506
IFAD-1,comparable,53,3.1374082565307617,0.21551497280597687,25.410762786865234,14.707696914672852,0.21771179139614105,0.2924153804779053,0.2172989547252655,-0.6056140065193176,-10.383113861083984
IFAD-1,comparable,54,3.1630396842956543,0.21688970923423767,17.570899963378906,17.092208862304688,0.01554184965789318,0.4023125469684601,0.2377040535211563,-5.724822044372559,-9.636856079101562
IFAD-1,comparable,55,3.1243367195129395,0.21680119633674622,20.75975799560547,16.057209014892578,0.15994469821453094,0.3468143045902252,0.2470507025718689,-2.8459982872009277,-10.482028007507324
IFAD-1,comparable,56,3.096081495285034,0.22531841695308685,19.813209533691406,14.804842948913574,0.06498771905899048,0.3538145422935486,0.0758117213845253,-3.080832004547119,-7.96478796005249
IFAD-1,comparable,57,3.1204891204833984,0.2232523411512375,21.761627197265625,34.602195739746094,0.04642481356859207,0.462883859872818,0.13391342759132385,-2.407094717025757,-8.001327514648438
IFAD-1,comparable,58,3.0213301181793213,0.22947542369365692,17.616424560546875,14.980337142944336,0.036754775792360306,0.3800722360610962,0.10712254047393799,-6.425155162811279,-9.078722953796387
IFAD-1,comparable,59,3.1068286895751953,0.22030942142009735,20.18878746032715,14.677946090698242,0.01721903122961521,0.3757585883140564,0.32346436381340027,-2.767709493637085,-7.413771152496338
IFAD-1,comparable,60,3.0737977027893066,0.22368240356445312,18.320995330810547,16.344181060791016,0.17756471037864685,0.36177194118499756,0.06748514622449875,-5.12572717666626,-9.388544082641602
IFAD-1,comparable,61,3.082336902618408,0.22509801387786865,24.854236602783203,15.832521438598633,0.1829182207584381,0.31525617837905884,0.2850307822227478,-0.7565624117851257,-8.994734764099121
IFAD-1,comparable,62,3.057819128036499,0.2276180535554886,19.145334243774414,13.52967643737793,0.033501967787742615,0.3678411841392517,0.4647303521633148,-3.7699575424194336,-13.378817558288574
IFAD-1,comparable,63,3.1134564876556396,0.22622790932655334,18.8801212310791,15.09290599822998,0.07805313915014267,0.3715629577636719,0.2104942798614502,-3.4737915992736816,-11.601228713989258
IFAD-1,comparable,64,3.109039068222046,0.2212885171175003,21.429046630859375,14.972493171691895,0.059177935123443604,0.3586347699165344,0.3653183877468109,-2.135392427444458,-9.739834785461426
IFAD-1,comparable,65,3.16648006439209,0.21928909420967102,18.863590240478516,12.457987785339355,0.013739804737269878,0.36259642243385315,0.44135674834251404,-3.490281105041504,-12.753572463989258
IFAD-1,comparable,66,3.0414319038391113,0.22969761490821838,17.318424224853516,15.384614944458008,0.04082538187503815,0.3862955570220947,0.18439385294914246,-5.463715553283691,-13.450334548950195
IFAD-1,comparable,67,3.0774927139282227,0.2233349084854126,21.146221160888672,15.199719429016113,0.0426027774810791,0.37581807374954224,0.3581399619579315,-2.0892279148101807,-6.822787284851074
IFAD-1,comparable,68,3.05771541595459,0.22943682968616486,18.926443099975586,13.793404579162598,0.11186905950307846,0.36965617537498474,0.4631803035736084,-4.006006717681885,-12.506143569946289
IFAD-1,comparable,69,3.00905179977417,0.23102255165576935,18.825801849365234,13.442266464233398,0.04874332621693611,0.37150925397872925,0.22098086774349213,-4.215229034423828,-9.654387474060059
IFAD-1,comparable,70,2.9162771701812744,0.2481110543012619,18.74283790588379,12.459651947021484,0.01644974760711193,0.3734443187713623,0.3482653498649597,-5.149447917938232,-10.227103233337402
IFAD-1,comparable,71,3.1227526664733887,0.22461460530757904,20.344390869140625,16.76601791381836,0.0778031125664711,0.36742103099823,0.24773825705051422,-2.883758783340454,-8.11738109588623
IFAD-1,comparable,72,2.954110622406006,0.24332669377326965,17.914411544799805,11.473299026489258,0.05473591387271881,0.3758944869041443,0.44601038098335266,-5.908573627471924,-8.827282905578613
IFAD-1,comparable,73,3.09560227394104,0.22208160161972046,19.027828216552734,15.705124855041504,0.027961209416389465,0.39913007616996765,0.42084652185440063,-4.2413482666015625,-9.035377502441406
IFAD-1,comparable,74,2.985992670059204,0.239951491355896,18.301332473754883,14.273659706115723,0.022172637283802032,0.40153464674949646,0.45266249775886536,-4.9294047355651855,-9.276113510131836
IFAD-1,comparable,75,3.071824073791504,0.2288445383310318,19.725248336791992,16.466150283813477,0.0051690018735826015,0.39213356375694275,0.22653178870677948,-3.3555541038513184,-9.824725151062012
IFAD-1,comparable,76,,,,,,,,,
IFAD-1,comparable,77,3.1123316287994385,0.21885858476161957,20.717864990234375,17.62207794189453,0.07055250555276871,0.37842217087745667,0.19706524908542633,-2.7933101654052734,-8.722333908081055
IFAD-1,comparable,78,3.069892406463623,0.2158825397491455,24.522016525268555,15.540313720703125,0.1765103042125702,0.32157519459724426,0.2924405038356781,-0.821171760559082,-9.11861801147461
IFAD-1,comparable,79,3.194193124771118,0.22555899620056152,17.49309730529785,17.262252807617188,0.0095687760040164,0.4407469630241394,0.18328341841697693,-5.843344211578369,-9.12576675415039
IFAD-1,comparable,80,3.16257905960083,0.2181541919708252,24.2823486328125,12.938093185424805,0.1550736129283905,0.30554643273353577,0.4257946014404297,-0.7387007474899292,-9.771957397460938
IFAD-1,comparable,81,3.097531795501709,0.21463797986507416,23.545162200927734,14.079352378845215,0.15059489011764526,0.32448941469192505,0.4059727191925049,-1.309544563293457,-8.959298133850098
IFAD-1,comparable,82,3.0841987133026123,0.22575244307518005,22.062950134277344,17.58108139038086,0.11858532577753067,0.3651842772960663,0.04633435979485512,-1.812807559967041,-7.323358058929443
IFAD-1,comparable,83,3.098457098007202,0.22385919094085693,21.851388931274414,15.237298965454102,0.08171451091766357,0.3399285674095154,0.12123584747314453,-1.986782193183899,-10.457632064819336
IFAD-1,comparable,84,3.1561872959136963,0.21555402874946594,20.36213493347168,7.9278764724731445,0.09748771041631699,0.2787398099899292,0.12256952375173569,-2.7628095149993896,-8.158424377441406
IFAD-1,comparable,85,3.085421562194824,0.22403842210769653,19.455463409423828,14.920380592346191,0.003302844939753413,0.37923574447631836,0.29316458106040955,-3.578033208847046,-7.332866668701172
IFAD-1,comparable,86,3.1446635723114014,0.21351349353790283,20.91939353942871,10.359668731689453,0.07992145419120789,0.3099190294742584,0.4593774676322937,-2.7931363582611084,-10.563124656677246
IFAD-1,comparable,87,3.145848035812378,0.22692187130451202,19.60293197631836,18.076913833618164,0.026889517903327942,0.3976852297782898,0.23414388298988342,-3.6901605129241943,-8.097437858581543
IFAD-1,comparable,88,3.151880979537964,0.22255252301692963,20.79747772216797,15.757997512817383,0.060646578669548035,0.3844014108181,0.3126738667488098,-2.351976156234741,-7.579949378967285
IFAD-1,comparable,89,3.150761842727661,0.2138005942106247,19.238235473632812,12.925430297851562,0.07967300713062286,0.3382667303085327,0.4170305132865906,-3.5272254943847656,-10.40941047668457
IFAD-1,comparable,90,3.1563796997070312,0.212431401014328,19.32619285583496,14.439630508422852,0.11769133806228638,0.35419586300849915,0.3874177634716034,-3.347086191177368,-10.42861270904541
IFAD-1,comparable,91,3.098972797393799,0.22219036519527435,24.565284729003906,16.81223487854004,0.04467904940247536,0.3365870416164398,0.15734180808067322,-1.0485879182815552,-10.754473686218262
IFAD-1,comparable,92,3.0722594261169434,0.22295397520065308,19.93309211730957,14.51220417022705,0.10147154331207275,0.3431532680988312,0.3835303783416748,-3.3150393962860107,-11.21046257019043
IFAD-1,comparable,93,3.0808064937591553,0.22036153078079224,21.329463958740234,13.796000480651855,0.11312027275562286,0.34790197014808655,0.38186949491500854,-2.2840332984924316,-8.607102394104004
IFAD-1,comparable,94,3.089479446411133,0.22179654240608215,22.431758880615234,14.692325592041016,0.010938025079667568,0.34035277366638184,0.05947526916861534,-1.8780733346939087,-7.784557342529297
IFAD-1,comparable,95,3.1262006759643555,0.22601303458213806,19.511709213256836,16.828655242919922,0.15169362723827362,0.37518686056137085,0.08736133575439453,-3.523740768432617,-9.24532413482666
IFAD-1,comparable,96,3.0320639610290527,0.22480031847953796,20.62371063232422,14.451281547546387,0.0578954704105854,0.35713624954223633,0.3057730197906494,-3.0110697746276855,-11.49980354309082
IFAD-1,comparable,97,3.106534004211426,0.2274603694677353,18.386817932128906,16.163434982299805,0.06711224466562271,0.41454437375068665,0.34608569741249084,-4.775757789611816,-8.329997062683105
IFAD-1,comparable,98,3.1781442165374756,0.2174822986125946,20.27119255065918,19.944150924682617,0.24617096781730652,0.38686755299568176,0.1957123875617981,-2.9482126235961914,-7.690495491027832
IFAD-1,comparable,99,3.0668716430664062,0.22457993030548096,20.74113655090332,16.3740177154541,0.12081162631511688,0.3743433952331543,0.27857905626296997,-2.2490530014038086,-7.935029029846191
IF2,comparable,0,2.9499104022979736,0.22744439542293549,17.147979736328125,5.977498531341553,0.13169948756694794,0.24995656311511993,0.5776970386505127,-5.942702293395996,-13.573342323303223
IF2,comparable,1,2.8469111919403076,0.24540948867797852,18.829383850097656,10.445584297180176,0.00620607752352953,0.37336263060569763,0.08673647046089172,-5.165467262268066,-5.484272003173828
